fault_id,node_id,visit_id,visit_date:,original_reported_date,node_age,node_type,fault_type,engineer_skill_level,engineer_note,outcome
FAULT8407,NODE283,0,2020-02-20 00:00:00,2020-02-12 00:00:00,8,TYPE3,FAULT3,LEVEL2,88 107 33 28 30 60 73 44 80 89,FAIL
FAULT6302,NODE385,0,2020-08-09 00:00:00,2020-08-08 00:00:00,8,TYPE5,FAULT4,LEVEL2,203 83 82 79 198 138 182 172 86 37 66 136 29,SUCCESS
FAULT1871,NODE316,0,2020-12-19 00:00:00,2020-12-09 00:00:00,10,TYPE2,FAULT6,LEVEL1,199 107 26 162 23,SUCCESS
FAULT654,NODE267,0,2020-01-23 00:00:00,2020-01-15 00:00:00,11,TYPE2,FAULT5,LEVEL2,121 185 40 73 11 141 105 159,FAIL
FAULT2048,NODE124,0,2020-04-10 00:00:00,2020-04-07 00:00:00,19,TYPE2,FAULT5,LEVEL5,156 165 18 166 72 147 123 155,SUCCESS
FAULT7766,NODE209,0,2020-07-09 00:00:00,2020-07-01 00:00:00,17,TYPE3,FAULT3,LEVEL5,159 75 103 114 61 60 66 108,SUCCESS
FAULT9885,NODE55,2,2020-08-25 00:00:00,2020-08-04 00:00:00,11,TYPE1,FAULT3,LEVEL5,116 153 139 10 146 173,FAIL
FAULT8960,NODE398,1,2020-01-30 00:00:00,2020-01-20 00:00:00,15,TYPE4,FAULT8,LEVEL4,28 142 90 39 168 177 181 9 159,SUCCESS
FAULT5868,NODE332,2,2020-02-06 00:00:00,2020-01-24 00:00:00,19,TYPE1,FAULT1,LEVEL4,60 92 166 12 68 35 128 30 141 51 127 16,FAIL
FAULT4928,NODE29,0,2020-05-15 00:00:00,2020-05-08 00:00:00,9,TYPE5,FAULT8,LEVEL4,162 16 91 203 90 2 160 27 180,SUCCESS
FAULT4583,NODE195,2,2020-10-22 00:00:00,2020-10-04 00:00:00,14,TYPE2,FAULT2,LEVEL2,167 186 197 107 120 190 61 196 81 94 203,FAIL
FAULT8194,NODE271,0,2020-10-28 00:00:00,2020-10-25 00:00:00,5,TYPE3,FAULT2,LEVEL5,74 10 28 92 197 87 120 139 165 36 135,SUCCESS
FAULT5657,NODE86,1,2020-11-26 00:00:00,2020-11-11 00:00:00,14,TYPE4,FAULT1,LEVEL5,9 186 169 55 121 142 105 112 10 200 188 68 100 36 67,SUCCESS
FAULT6647,NODE99,1,2020-02-04 00:00:00,2020-01-25 00:00:00,20,TYPE2,FAULT4,LEVEL1,194 103 116 7 93,FAIL
FAULT4454,NODE342,0,2020-12-28 00:00:00,2020-12-18 00:00:00,20,TYPE2,FAULT4,LEVEL3,194 64 147 141 65 111 163 202 155 190 25 171 193,FAIL
FAULT5616,NODE338,0,2020-06-05 00:00:00,2020-06-02 00:00:00,11,TYPE5,FAULT4,LEVEL1,120 117 150 104 139 18,FAIL
FAULT5518,NODE186,1,2020-07-22 00:00:00,2020-07-09 00:00:00,13,TYPE2,FAULT7,LEVEL1,18 95 138 113 174 122 61 196,SUCCESS
FAULT7707,NODE404,2,2020-03-24 00:00:00,2020-03-03 00:00:00,16,TYPE1,FAULT4,LEVEL1,55 16 115 33 198 87,SUCCESS
FAULT5806,NODE434,1,2020-05-03 00:00:00,2020-04-24 00:00:00,18,TYPE2,FAULT8,LEVEL5,141 164 117 84 182 184 108 14 139,SUCCESS
FAULT2803,NODE58,2,2021-01-07 00:00:00,2020-12-21 00:00:00,11,TYPE1,FAULT9,LEVEL2,17 154 139 63 163 64 22 75 90,FAIL
FAULT1684,NODE402,0,2020-10-02 00:00:00,2020-09-22 00:00:00,14,TYPE1,FAULT4,LEVEL1,139 30 40 79 167 75 48 35,FAIL
FAULT3032,NODE21,0,2020-08-12 00:00:00,2020-08-08 00:00:00,10,TYPE2,FAULT2,LEVEL3,196 70 117 187 53 103 12,FAIL
FAULT4920,NODE250,3,2020-06-15 00:00:00,2020-06-04 00:00:00,17,TYPE5,FAULT2,LEVEL3,181 0 152 58 66 23 117 159 185 172 194,SUCCESS
FAULT7246,NODE184,0,2020-11-08 00:00:00,2020-11-06 00:00:00,8,TYPE2,FAULT9,LEVEL5,162 4 148 121 32 140 177 94 29 150,SUCCESS
FAULT5077,NODE167,1,2020-08-17 00:00:00,2020-08-14 00:00:00,19,TYPE2,FAULT5,LEVEL3,203 182 129,SUCCESS
FAULT123,NODE62,4,2020-07-30 00:00:00,2020-07-03 00:00:00,15,TYPE3,FAULT8,LEVEL4,31 197 140 66 131 60,SUCCESS
FAULT8456,NODE412,0,2020-01-16 00:00:00,2020-01-10 00:00:00,1,TYPE2,FAULT9,LEVEL4,71 88 26 146 178 1 124 143,SUCCESS
FAULT2365,NODE327,0,2020-07-23 00:00:00,2020-07-17 00:00:00,1,TYPE4,FAULT2,LEVEL1,68 179 194 126 49 91 5 203 65 50 157 8 16 108,FAIL
FAULT2604,NODE45,0,2020-06-09 00:00:00,2020-06-02 00:00:00,12,TYPE3,FAULT5,LEVEL1,59 127 70 175 60 14 27 196 117,FAIL
FAULT8664,NODE220,1,2020-08-09 00:00:00,2020-07-25 00:00:00,8,TYPE1,FAULT6,LEVEL5,198 66 96 133 179 94 3 186 147 5,FAIL
FAULT3481,NODE164,0,2020-10-23 00:00:00,2020-10-14 00:00:00,18,TYPE3,FAULT4,LEVEL4,184 134 130 60 172 147 179 123 118 78,SUCCESS
FAULT5270,NODE236,1,2020-04-29 00:00:00,2020-04-24 00:00:00,6,TYPE5,FAULT6,LEVEL4,12 176 131 31 153 66 150 170,SUCCESS
FAULT7129,NODE46,2,2020-06-02 00:00:00,2020-05-19 00:00:00,1,TYPE5,FAULT7,LEVEL2,26 197 172 82 110 76 141 106 117 131 178 27 42 11,SUCCESS
FAULT1168,NODE191,2,2020-07-14 00:00:00,2020-07-01 00:00:00,19,TYPE4,FAULT3,LEVEL4,163 190 122 44 149 115 174 22 113 88 147 127 182 169 67,FAIL
FAULT6259,NODE220,2,2020-04-11 00:00:00,2020-03-19 00:00:00,2,TYPE3,FAULT8,LEVEL4,28 27 162 32 98 120,SUCCESS
FAULT1408,NODE108,0,2020-02-20 00:00:00,2020-02-10 00:00:00,15,TYPE4,FAULT3,LEVEL3,70 151 64 179 143 36 150 139 88,SUCCESS
FAULT3966,NODE36,3,2020-07-27 00:00:00,2020-07-04 00:00:00,10,TYPE2,FAULT6,LEVEL2,99 169 50 69 9 7 187 144 86 159 102 105,FAIL
FAULT5821,NODE301,0,2020-03-19 00:00:00,2020-03-11 00:00:00,2,TYPE4,FAULT7,LEVEL2,94 48 146 124 105,SUCCESS
FAULT5673,NODE1,1,2020-03-29 00:00:00,2020-03-19 00:00:00,20,TYPE5,FAULT6,LEVEL2,6 120 99 134 34 12 48 38 186 127 51 57 201,FAIL
FAULT4804,NODE19,0,2020-12-24 00:00:00,2020-12-23 00:00:00,1,TYPE1,FAULT1,LEVEL2,60 20 203 94 2 127,FAIL
FAULT8517,NODE345,1,2020-05-19 00:00:00,2020-05-03 00:00:00,9,TYPE4,FAULT9,LEVEL4,112 139 3 85 4 5 147 202,SUCCESS
FAULT8679,NODE141,0,2020-11-23 00:00:00,2020-11-18 00:00:00,4,TYPE1,FAULT1,LEVEL2,108 181 135 90 203 75 93 45 66 155 200,FAIL
FAULT5694,NODE164,2,2020-12-26 00:00:00,2020-12-04 00:00:00,4,TYPE1,FAULT2,LEVEL2,46 184 38 52 95 177 92 0 23,SUCCESS
FAULT7828,NODE240,3,2020-09-04 00:00:00,2020-08-07 00:00:00,20,TYPE2,FAULT3,LEVEL1,63 52 45 72 149 138 54,FAIL
FAULT3457,NODE75,0,2020-12-28 00:00:00,2020-12-25 00:00:00,0,TYPE5,FAULT6,LEVEL5,130 117 138 192 159 37 104 113 35 124 75 103,FAIL
FAULT2420,NODE44,0,2020-11-13 00:00:00,2020-11-07 00:00:00,19,TYPE5,FAULT6,LEVEL5,190 116 37 97 29 162 24 172 21,SUCCESS
FAULT3470,NODE71,1,2020-05-21 00:00:00,2020-05-09 00:00:00,11,TYPE5,FAULT2,LEVEL2,69 128 97 9 23 171 71 104 126 99 36,FAIL
FAULT1418,NODE2,3,2020-02-06 00:00:00,2020-01-10 00:00:00,14,TYPE2,FAULT6,LEVEL1,144 22 58 139 44 53 190 161 170 197 155 165 91,FAIL
FAULT4185,NODE304,0,2020-04-18 00:00:00,2020-04-10 00:00:00,10,TYPE1,FAULT4,LEVEL5,120 167 181 67 33 95 118 32 173 121 201,FAIL
FAULT493,NODE328,1,2020-11-20 00:00:00,2020-11-12 00:00:00,17,TYPE3,FAULT7,LEVEL5,136 0 154 172 44 39 67 170 40 76 165 15 114 20,SUCCESS
FAULT9077,NODE103,0,2020-10-21 00:00:00,2020-10-12 00:00:00,0,TYPE2,FAULT2,LEVEL3,75 82 92 167,SUCCESS
FAULT3838,NODE459,1,2020-02-11 00:00:00,2020-01-24 00:00:00,18,TYPE3,FAULT7,LEVEL2,68 88 195 3 78 163 196 63 184 155 4 41 134,FAIL
FAULT6251,NODE199,2,2020-06-19 00:00:00,2020-06-08 00:00:00,8,TYPE4,FAULT2,LEVEL5,161 199 36 200,SUCCESS
FAULT9350,NODE33,4,2020-04-12 00:00:00,2020-03-11 00:00:00,17,TYPE4,FAULT6,LEVEL4,85 38 176 202 181 144 203,SUCCESS
FAULT2587,NODE271,1,2020-10-19 00:00:00,2020-10-06 00:00:00,16,TYPE3,FAULT8,LEVEL3,168 62 4 128 28 192 1 201,SUCCESS
FAULT7261,NODE159,0,2020-09-18 00:00:00,2020-09-10 00:00:00,20,TYPE4,FAULT6,LEVEL1,177 125 103 85 150 31 97 153 5 200,FAIL
FAULT9291,NODE383,1,2020-10-27 00:00:00,2020-10-14 00:00:00,5,TYPE2,FAULT3,LEVEL2,162 140 119 31 35 148 187,FAIL
FAULT9509,NODE174,0,2020-12-23 00:00:00,2020-12-19 00:00:00,20,TYPE2,FAULT5,LEVEL5,201 151 73 106 77 67 97 138 104 169 178 191 186 42 150 201,SUCCESS
FAULT5191,NODE133,2,2020-08-13 00:00:00,2020-07-22 00:00:00,13,TYPE1,FAULT8,LEVEL4,161 155 79 16 18 47 179 74 152 30 61 156 44 180 103,FAIL
FAULT595,NODE187,1,2020-03-31 00:00:00,2020-03-19 00:00:00,18,TYPE4,FAULT4,LEVEL5,152 18 127 120 109 30 76 24 25 119 79 78 36,FAIL
FAULT5741,NODE124,0,2020-08-26 00:00:00,2020-08-16 00:00:00,7,TYPE5,FAULT9,LEVEL5,101 89 149 40 127 35 96 200 137 188 181 164 2,SUCCESS
FAULT3545,NODE288,1,2020-05-24 00:00:00,2020-05-13 00:00:00,14,TYPE3,FAULT9,LEVEL2,137 106 93 200 120 19 196 82 97 168 102 17 46 160,SUCCESS
FAULT6458,NODE368,0,2020-06-19 00:00:00,2020-06-17 00:00:00,7,TYPE1,FAULT6,LEVEL3,113 86 44,SUCCESS
FAULT9828,NODE328,1,2020-06-26 00:00:00,2020-06-15 00:00:00,5,TYPE1,FAULT1,LEVEL3,86 61 114 122 173 53,SUCCESS
FAULT9831,NODE99,0,2020-05-08 00:00:00,2020-05-04 00:00:00,18,TYPE2,FAULT5,LEVEL4,162 141 128 202,SUCCESS
FAULT9813,NODE351,0,2020-10-11 00:00:00,2020-10-03 00:00:00,17,TYPE2,FAULT4,LEVEL3,90 81 117 23 18 154 75 97 21 127 156,FAIL
FAULT9052,NODE123,1,2020-09-19 00:00:00,2020-09-04 00:00:00,19,TYPE5,FAULT1,LEVEL5,182 43 72 12 59 37 39 124 73 46 91 190,SUCCESS
FAULT4281,NODE491,0,2020-01-16 00:00:00,2020-01-08 00:00:00,17,TYPE5,FAULT7,LEVEL4,24 37 179 61 116 53 103 126 60 187 146 124,SUCCESS
FAULT1463,NODE145,0,2020-08-12 00:00:00,2020-08-07 00:00:00,2,TYPE1,FAULT6,LEVEL1,18 41 150 20 13 35 25 15 176 173 69 171 116,FAIL
FAULT7884,NODE368,0,2020-09-06 00:00:00,2020-09-05 00:00:00,1,TYPE3,FAULT7,LEVEL4,153 73 77 105 160 21 133,FAIL
FAULT7099,NODE322,1,2020-03-29 00:00:00,2020-03-18 00:00:00,11,TYPE4,FAULT1,LEVEL5,54 184 107 104 66 105 69 185 142 30,FAIL
FAULT1275,NODE150,2,2020-12-13 00:00:00,2020-12-01 00:00:00,14,TYPE5,FAULT4,LEVEL5,116 96 159 40 162 144 179,FAIL
FAULT8781,NODE81,5,2020-11-18 00:00:00,2020-10-16 00:00:00,20,TYPE2,FAULT1,LEVEL3,54 16 112 87 53 70 140 33 200,SUCCESS
FAULT3953,NODE322,0,2020-11-27 00:00:00,2020-11-24 00:00:00,1,TYPE4,FAULT8,LEVEL2,107 60 198 31 112 82 137 184 18 56 86 202,FAIL
FAULT2046,NODE70,1,2020-07-29 00:00:00,2020-07-18 00:00:00,13,TYPE2,FAULT1,LEVEL5,6 64 72 203 199 135 131 91 28 38,SUCCESS
FAULT8254,NODE393,1,2020-01-28 00:00:00,2020-01-13 00:00:00,11,TYPE1,FAULT8,LEVEL1,120 141 27 68 188 86 184 24 203,FAIL
FAULT1812,NODE229,0,2020-03-18 00:00:00,2020-03-13 00:00:00,6,TYPE2,FAULT9,LEVEL5,2 166 23 83,SUCCESS
FAULT7707,NODE404,1,2020-03-16 00:00:00,2020-03-03 00:00:00,16,TYPE1,FAULT4,LEVEL3,60 5 133 57 52 2 113 7 192 65 172 107 69,FAIL
FAULT5065,NODE192,1,2020-03-03 00:00:00,2020-02-17 00:00:00,0,TYPE3,FAULT4,LEVEL1,201 190 113 187 107,SUCCESS
FAULT143,NODE86,1,2020-03-22 00:00:00,2020-03-14 00:00:00,14,TYPE3,FAULT2,LEVEL2,142 12 166 79 23 80 143 129,FAIL
FAULT6873,NODE269,1,2020-03-04 00:00:00,2020-02-23 00:00:00,15,TYPE4,FAULT7,LEVEL2,121 107 122 109 64 0 114 152 19 95 111,SUCCESS
FAULT9376,NODE391,2,2020-06-24 00:00:00,2020-06-04 00:00:00,11,TYPE5,FAULT9,LEVEL4,96 169 83 156 109 47 105 56,SUCCESS
FAULT8297,NODE362,0,2020-04-28 00:00:00,2020-04-18 00:00:00,5,TYPE1,FAULT5,LEVEL2,123 131 173 122 12 76 9 113 59 151 92 56 169 96,FAIL
FAULT5298,NODE225,0,2020-09-11 00:00:00,2020-09-02 00:00:00,4,TYPE2,FAULT5,LEVEL4,122 187 149,SUCCESS
FAULT882,NODE258,0,2020-12-19 00:00:00,2020-12-10 00:00:00,17,TYPE1,FAULT5,LEVEL5,153 139 14 34 128 173 72 196 160 9 95 77 35,FAIL
FAULT384,NODE195,3,2020-06-16 00:00:00,2020-05-10 00:00:00,20,TYPE1,FAULT1,LEVEL1,170 21 2 145 202 94,FAIL
FAULT4832,NODE141,1,2020-07-15 00:00:00,2020-06-25 00:00:00,11,TYPE3,FAULT9,LEVEL1,84 93 80 176 179 153 109 163 44 154 82 40 102,FAIL
FAULT7672,NODE153,0,2020-06-17 00:00:00,2020-06-15 00:00:00,17,TYPE4,FAULT2,LEVEL3,86 96 54 193 112 89 151 6 45 14 47 187,FAIL
FAULT4430,NODE464,0,2020-07-11 00:00:00,2020-07-09 00:00:00,9,TYPE3,FAULT3,LEVEL4,192 58 154 0,SUCCESS
FAULT6821,NODE355,0,2020-10-25 00:00:00,2020-10-17 00:00:00,3,TYPE1,FAULT7,LEVEL3,33 161 153 100 8 26 13 94 67 42 140 102 59,FAIL
FAULT3941,NODE217,0,2020-08-29 00:00:00,2020-08-23 00:00:00,11,TYPE3,FAULT5,LEVEL3,177 63 81 144 183 172,SUCCESS
FAULT2800,NODE454,0,2020-04-25 00:00:00,2020-04-17 00:00:00,8,TYPE4,FAULT8,LEVEL5,100 19 94 179,SUCCESS
FAULT5669,NODE223,0,2020-03-23 00:00:00,2020-03-13 00:00:00,9,TYPE3,FAULT9,LEVEL2,116 179 16 107 186 95 43 203 27 115 143 150 158 163 34,SUCCESS
FAULT8607,NODE321,0,2020-04-14 00:00:00,2020-04-08 00:00:00,4,TYPE4,FAULT9,LEVEL2,142 23 100 98 145 44 169,SUCCESS
FAULT5904,NODE427,2,2020-11-07 00:00:00,2020-10-18 00:00:00,11,TYPE4,FAULT7,LEVEL3,41 183 173 172 65 139 92 182 22 180,FAIL
FAULT668,NODE150,2,2020-10-29 00:00:00,2020-10-14 00:00:00,15,TYPE1,FAULT5,LEVEL1,35 132 117 80 83 130 34 165 8,SUCCESS
FAULT3252,NODE165,0,2020-09-11 00:00:00,2020-09-01 00:00:00,18,TYPE1,FAULT9,LEVEL1,111 18 102 82 129 97 185 163 105 12 120,FAIL
FAULT2670,NODE443,1,2021-01-04 00:00:00,2020-12-21 00:00:00,19,TYPE4,FAULT4,LEVEL2,130 35 123 42 165 88 40 190 199 202,FAIL
FAULT9403,NODE274,0,2020-03-27 00:00:00,2020-03-19 00:00:00,17,TYPE5,FAULT7,LEVEL4,37 72 181 193,SUCCESS
FAULT3668,NODE341,0,2020-04-20 00:00:00,2020-04-10 00:00:00,16,TYPE2,FAULT3,LEVEL2,19 195 72 33 155 58 157 119 125 147 164 82 141,FAIL
FAULT6852,NODE141,1,2020-09-02 00:00:00,2020-08-19 00:00:00,14,TYPE1,FAULT3,LEVEL2,171 9 191 105 92 20 147 85 78 153,FAIL
FAULT6674,NODE352,1,2020-09-17 00:00:00,2020-09-07 00:00:00,19,TYPE5,FAULT7,LEVEL3,96 122 197,SUCCESS
FAULT4596,NODE200,0,2020-07-06 00:00:00,2020-07-05 00:00:00,3,TYPE3,FAULT1,LEVEL1,183 49 40,FAIL
FAULT8379,NODE35,4,2021-01-05 00:00:00,2020-12-14 00:00:00,7,TYPE2,FAULT4,LEVEL5,28 109 176 65 69 105 108,SUCCESS
FAULT4708,NODE95,0,2020-12-18 00:00:00,2020-12-10 00:00:00,14,TYPE3,FAULT1,LEVEL2,149 122 174 167,FAIL
FAULT1740,NODE75,0,2020-05-22 00:00:00,2020-05-21 00:00:00,14,TYPE1,FAULT1,LEVEL3,119 64 3 113 19 202 11 89,FAIL
FAULT9707,NODE2,1,2020-07-14 00:00:00,2020-07-08 00:00:00,10,TYPE4,FAULT1,LEVEL4,112 78 203 2 27 150 114 92 131 203,SUCCESS
FAULT8896,NODE124,1,2020-03-02 00:00:00,2020-02-24 00:00:00,17,TYPE2,FAULT3,LEVEL5,22 67 160 50 138 111 46 100 75 41 124 182 200,SUCCESS
FAULT7018,NODE309,0,2020-05-15 00:00:00,2020-05-09 00:00:00,14,TYPE4,FAULT7,LEVEL4,99 177 25 134 174 159 33 109 23 186 46 131 100,SUCCESS
FAULT7663,NODE306,0,2020-08-23 00:00:00,2020-08-22 00:00:00,14,TYPE2,FAULT7,LEVEL5,115 122 123 46 89 8 147 152 21 47 25 110 22,SUCCESS
FAULT2230,NODE189,2,2020-03-23 00:00:00,2020-03-06 00:00:00,18,TYPE2,FAULT7,LEVEL2,136 116 71 50 172 119 165 171 76 110 113 175 170,SUCCESS
FAULT2227,NODE57,0,2020-03-09 00:00:00,2020-03-08 00:00:00,12,TYPE1,FAULT5,LEVEL5,61 4 134 60 135,SUCCESS
FAULT6494,NODE291,0,2020-12-12 00:00:00,2020-12-06 00:00:00,6,TYPE4,FAULT3,LEVEL5,172 170 177 73 202 124 137 44 111 180 51 202,FAIL
FAULT1736,NODE73,0,2020-06-08 00:00:00,2020-06-02 00:00:00,1,TYPE1,FAULT5,LEVEL3,97 133 121 65 193 157 148 201,SUCCESS
FAULT1446,NODE451,0,2020-02-18 00:00:00,2020-02-14 00:00:00,17,TYPE2,FAULT1,LEVEL5,151 91 143 15 156 54 147 139,SUCCESS
FAULT9812,NODE112,1,2020-10-30 00:00:00,2020-10-23 00:00:00,17,TYPE1,FAULT6,LEVEL5,86 181 99 104 191 201 75 157 112 170 198,FAIL
FAULT3037,NODE322,0,2020-02-21 00:00:00,2020-02-13 00:00:00,1,TYPE3,FAULT7,LEVEL5,174 4 116,SUCCESS
FAULT3284,NODE396,0,2020-03-21 00:00:00,2020-03-19 00:00:00,18,TYPE2,FAULT6,LEVEL2,191 137 162 164 197 165 18 129 132 84,SUCCESS
FAULT2993,NODE11,2,2020-05-26 00:00:00,2020-05-19 00:00:00,16,TYPE1,FAULT9,LEVEL1,154 68 20 166 119 18 184 159 76 145 162 99 24 150 11,FAIL
FAULT510,NODE418,0,2020-03-18 00:00:00,2020-03-17 00:00:00,17,TYPE5,FAULT1,LEVEL2,125 185 80 22 58 195 27 141 131 128 60 203,SUCCESS
FAULT2196,NODE168,0,2020-10-15 00:00:00,2020-10-09 00:00:00,19,TYPE1,FAULT9,LEVEL4,28 25 40 68 195 188 43 50 168 141 100 106 198,FAIL
FAULT9035,NODE341,2,2020-10-08 00:00:00,2020-09-21 00:00:00,20,TYPE3,FAULT6,LEVEL2,111 166 146 178 104 86 1 168 155,FAIL
FAULT1706,NODE328,1,2020-12-20 00:00:00,2020-12-12 00:00:00,12,TYPE2,FAULT9,LEVEL2,66 57 161 196 95 22 120 39 132 65 2 73 43 32 200,SUCCESS
FAULT487,NODE276,0,2020-06-14 00:00:00,2020-06-08 00:00:00,12,TYPE1,FAULT9,LEVEL5,120 153 46 42,SUCCESS
FAULT61,NODE84,0,2020-12-17 00:00:00,2020-12-09 00:00:00,1,TYPE5,FAULT3,LEVEL3,9 61 7 110 158 124 69,SUCCESS
FAULT5491,NODE220,2,2020-06-07 00:00:00,2020-05-23 00:00:00,20,TYPE5,FAULT5,LEVEL3,8 34 68 50 151 201,SUCCESS
FAULT2293,NODE195,2,2020-08-13 00:00:00,2020-07-17 00:00:00,18,TYPE3,FAULT1,LEVEL5,40 182 159 156 163 54 44 201,FAIL
FAULT8970,NODE374,2,2020-01-21 00:00:00,2020-01-06 00:00:00,3,TYPE5,FAULT9,LEVEL5,143 79 183 54 193 59 113 185 158 133 168 52 69 162,SUCCESS
FAULT7357,NODE246,0,2020-06-05 00:00:00,2020-06-04 00:00:00,15,TYPE1,FAULT8,LEVEL2,1 160 198 156 197,SUCCESS
FAULT5279,NODE287,1,2020-05-10 00:00:00,2020-04-23 00:00:00,5,TYPE1,FAULT5,LEVEL4,161 168 131 26 54,SUCCESS
FAULT444,NODE51,1,2020-03-31 00:00:00,2020-03-23 00:00:00,2,TYPE3,FAULT7,LEVEL4,155 135 33 70 176 42 87 159 114 43 124 26 119 100 30,FAIL
FAULT9344,NODE250,2,2020-06-27 00:00:00,2020-06-05 00:00:00,17,TYPE2,FAULT6,LEVEL1,7 147 29,FAIL
FAULT5733,NODE349,1,2020-02-25 00:00:00,2020-02-05 00:00:00,12,TYPE3,FAULT9,LEVEL4,120 156 107 197 173 24 31,SUCCESS
FAULT6015,NODE315,0,2020-05-26 00:00:00,2020-05-16 00:00:00,0,TYPE5,FAULT5,LEVEL4,169 105 53 43 132 141 56,SUCCESS
FAULT5108,NODE289,0,2020-04-30 00:00:00,2020-04-24 00:00:00,4,TYPE1,FAULT5,LEVEL1,96 114 39 8 44 17 202,FAIL
FAULT9728,NODE54,2,2020-03-06 00:00:00,2020-02-18 00:00:00,7,TYPE4,FAULT1,LEVEL3,182 41 33 127 196 166 178 76 100 185 202 137 199,SUCCESS
FAULT7923,NODE417,0,2020-01-12 00:00:00,2020-01-04 00:00:00,18,TYPE3,FAULT7,LEVEL1,182 136 95 9 133 115 134 3 132 79 34 125 201 75 114 200,FAIL
FAULT7863,NODE398,0,2020-01-06 00:00:00,2020-01-01 00:00:00,16,TYPE1,FAULT7,LEVEL3,107 77 43,SUCCESS
FAULT7079,NODE403,0,2020-04-24 00:00:00,2020-04-18 00:00:00,3,TYPE3,FAULT9,LEVEL3,203 98 109 181 186 188 11 201,FAIL
FAULT4657,NODE463,0,2020-09-06 00:00:00,2020-09-05 00:00:00,2,TYPE4,FAULT2,LEVEL5,55 199 39 92 12 14 202 44 201 157 170 169 22 144,SUCCESS
FAULT3771,NODE127,1,2020-09-13 00:00:00,2020-09-02 00:00:00,2,TYPE1,FAULT3,LEVEL2,49 127 155 61 21 73 139 203,FAIL
FAULT1314,NODE25,0,2020-12-12 00:00:00,2020-12-04 00:00:00,10,TYPE2,FAULT8,LEVEL1,30 103 195 199 177 181 162 153 11 38 0 42 1,FAIL
FAULT9072,NODE262,0,2020-01-23 00:00:00,2020-01-14 00:00:00,9,TYPE1,FAULT8,LEVEL2,102 54 122 3 195 53,FAIL
FAULT7909,NODE132,1,2020-11-23 00:00:00,2020-11-14 00:00:00,9,TYPE5,FAULT9,LEVEL3,120 178 186 184 62 86 124 203,SUCCESS
FAULT3986,NODE249,0,2020-09-29 00:00:00,2020-09-21 00:00:00,3,TYPE5,FAULT5,LEVEL4,172 127 118 31 45 78 139 102 154 2 131 89 69 100 77,SUCCESS
FAULT1896,NODE440,2,2020-10-05 00:00:00,2020-09-21 00:00:00,0,TYPE5,FAULT7,LEVEL1,129 101 98 119,FAIL
FAULT3916,NODE219,0,2020-10-04 00:00:00,2020-10-02 00:00:00,7,TYPE4,FAULT1,LEVEL3,109 5 163 187 79 99 73,FAIL
FAULT2670,NODE443,2,2021-01-11 00:00:00,2020-12-21 00:00:00,19,TYPE4,FAULT4,LEVEL2,137 83 135 58,FAIL
FAULT5105,NODE339,1,2020-11-18 00:00:00,2020-11-07 00:00:00,7,TYPE4,FAULT8,LEVEL3,9 125 26,SUCCESS
FAULT8173,NODE142,0,2020-07-19 00:00:00,2020-07-12 00:00:00,20,TYPE5,FAULT8,LEVEL5,203 135 9 115,FAIL
FAULT2457,NODE272,0,2020-08-08 00:00:00,2020-08-04 00:00:00,19,TYPE2,FAULT1,LEVEL2,188 100 92 195 152 128 35,FAIL
FAULT2788,NODE37,3,2020-05-02 00:00:00,2020-04-17 00:00:00,1,TYPE3,FAULT7,LEVEL2,92 27 133 67 1 189 147 166 170 145 174 89,SUCCESS
FAULT1850,NODE379,2,2020-08-29 00:00:00,2020-08-08 00:00:00,7,TYPE2,FAULT4,LEVEL3,137 82 84 71 134 19 148 48 157 191,SUCCESS
FAULT7167,NODE96,0,2020-01-07 00:00:00,2020-01-05 00:00:00,16,TYPE1,FAULT9,LEVEL1,191 52 155 71 101 85 134 38 51 159 81 79 202,FAIL
FAULT3889,NODE158,0,2020-12-08 00:00:00,2020-12-02 00:00:00,20,TYPE5,FAULT9,LEVEL4,199 100 6 88 179 59 28 41,FAIL
FAULT4561,NODE482,1,2020-09-25 00:00:00,2020-09-09 00:00:00,7,TYPE1,FAULT6,LEVEL4,133 196 43 203,SUCCESS
FAULT4846,NODE179,0,2020-09-28 00:00:00,2020-09-20 00:00:00,13,TYPE2,FAULT7,LEVEL5,1 3 33 96 45 67,FAIL
FAULT3996,NODE106,1,2020-08-24 00:00:00,2020-08-10 00:00:00,11,TYPE4,FAULT4,LEVEL1,113 173 165 3 133 188 62 76 167 17,FAIL
FAULT475,NODE183,1,2020-11-30 00:00:00,2020-11-22 00:00:00,13,TYPE1,FAULT8,LEVEL2,178 151 182 161 23 64 194 52 45 37,SUCCESS
FAULT2662,NODE49,1,2020-03-06 00:00:00,2020-02-24 00:00:00,0,TYPE1,FAULT3,LEVEL2,42 76 146 41 122 147 98 107 195 61 83 17 93 10 168,SUCCESS
FAULT1130,NODE134,0,2020-11-25 00:00:00,2020-11-18 00:00:00,8,TYPE2,FAULT1,LEVEL3,190 17 92 74 195 19 0 12 194 90 199 98 124,FAIL
FAULT7022,NODE414,1,2020-10-15 00:00:00,2020-10-04 00:00:00,2,TYPE4,FAULT9,LEVEL3,143 70 96 38 84 116 102 78 89 104 191 190 47,SUCCESS
FAULT9885,NODE55,0,2020-08-09 00:00:00,2020-08-04 00:00:00,11,TYPE1,FAULT3,LEVEL3,132 175 28 173 195 9 87,FAIL
